coord_x,coord_y
-0.16120447,0.27388877
0.35321003,0.334956
-0.80968475,-1.0519603
0.80062973,-0.10529919
0.7853667,0.29695797
0.68810475,0.2179159
0.09622919,-0.43028522
-0.9008546,0.39657676
1.7101231,-0.72891957
0.05722981,1.0103234
0.7218295,1.1538283
0.7454364,-0.57321507
0.28583714,0.26452568
-0.798236,-0.8573072
-0.80140567,-0.9625036
1.1154429,-0.5303689
1.2316171,-1.9427286
0.5511448,0.99105257
0.4861624,-0.44603333
-0.73406965,0.9560026
-1.0175065,-0.4762588
-2.095562,1.7218965
0.19767496,1.2405356
-0.48056418,1.5170153
0.26079142,-0.37844276
2.9984903,2.1760159
2.528219,0.07914403
-1.6591473,-0.17201127
-0.7137376,-0.11744897
-0.43631706,-2.2006018
-0.7765323,0.42927322
0.36643624,0.99943316
0.15200835,-2.1745276
-1.3250972,0.7505781
1.6927441,0.8474117
0.21910194,-0.067422874
1.5648303,-0.06986081
0.7982276,-1.2770064
-0.37163535,-0.2629936
0.35824358,0.8562668
2.786003,0.32616514
-1.2681296,-1.6599995
0.4793068,0.91966045
-0.3717964,-0.004801646
-1.589377,-1.4224063
0.6369729,0.613243
0.5194658,-0.5314354
0.3411612,-0.47072884
-0.56374085,1.0382133
0.063088596,0.61029994
0.9326888,-0.45911774
1.6295222,-2.427197
-0.37753016,0.73856974
-0.04733243,-0.5993279
-0.5832416,-0.10442829
-1.2397795,0.1426579
-2.028213,0.68286115
2.568439,-0.51517695
-2.636995,0.49178755
-0.36298877,-0.07843402
2.6995056,-1.2369599
0.0331067,-0.91465425
-0.34255424,0.4055655
-0.17598006,0.084255435
-0.49635103,-0.54644567
1.2491461,0.2925596
0.18905178,1.2527587
-0.8495327,-0.3946396
1.3033669,-1.3677766
1.0425601,-0.5854074
-0.033912674,-0.86187273
-0.09929079,-0.14780666
0.8284699,-0.08369982
1.7890288,-0.6166768
0.6116841,-1.0719413
1.5649333,-0.50699604
0.71222365,-0.7515811
2.4582708,-1.355383
-0.16450916,-0.2876187
-0.49323666,0.43046427
-1.6821582,0.80139256
0.41277888,0.44321284
0.747141,0.6265113
-0.79678273,-0.7786695
0.4937924,0.7344861
0.7854831,-0.60767585
-0.13910562,0.15708464
0.024682,1.4805223
0.42322946,-0.99343956
0.5836208,-0.7943894
1.2785513,-2.2018557
1.0038254,-1.0550134
1.8212595,-0.9769541
0.88350534,-0.43304002
1.0347116,0.054761603
0.3457483,-1.5895243
0.79967403,1.2541896
0.44951522,0.5096863
0.83916044,-1.3024553
0.5194806,-0.98819363
0.8538886,-1.0703454
0.49049667,-1.2928255
0.8009975,0.2865824
-0.9472117,-1.4102619
-1.9687351,-0.57537323
-0.8896789,-0.1044683
-0.22689877,0.3173219
-1.2184076,-0.30943197
0.55749625,-0.5739212
-1.5713031,1.3989595
2.242485,-1.6083713
0.28888872,1.2622898
-0.8185068,1.3456594
0.5949961,-0.9329188
-2.1850169,0.44474322
-1.3086894,-1.9673206
1.3673232,-3.1256416
0.21321405,0.10089098
-1.5025072,0.94146794
0.2529863,0.60018265
-0.49803177,0.37804225
0.49367052,-0.31094605
0.06974664,0.9217837
1.3986049,-2.0730436
0.64142615,0.60867375
-0.12430373,1.8906893
-2.355833,0.8814158
0.1302624,-0.09831302
-0.6237651,1.4812462
-0.5158927,-0.46873876
-0.47240776,-0.95782596
-1.1976799,-1.0142998
1.2340173,0.590661
-0.057016116,1.6947411
0.85854477,-0.24784121
-0.10109474,-1.5258529
-0.80561537,0.27953315
-1.3673669,-0.1271956
-0.3112164,0.15475783
-0.1404589,-1.2733235
-0.034040257,-0.49894843
2.3328986,0.22318196
1.1582571,0.01307141
2.0191495,0.104525164
-2.223365,1.6560977
0.85618585,-0.14787225
1.2571229,0.9922313
-0.121751696,0.7337014
-1.1068848,-2.3240175
-1.4921283,1.8602736
0.74809796,-1.0732896
-0.138435,-1.8772053
0.12127137,1.1711652
1.2615634,1.94842
-0.81215376,-0.75926876
1.4811335,1.4287971
2.0218942,1.1586846
-0.5637037,0.589408
-0.40116674,0.004392205
-0.4249363,1.1052941
1.4648725,0.24436799
-0.17407233,1.334419
0.537229,-0.46744028
1.0787474,2.3651662
-2.447029,1.0446768
0.28175214,-0.6138198
2.3059764,-0.46273792
0.8926729,-0.2582107
1.5321836,-1.142386
-1.620694,0.51430655
0.22592048,-0.79611444
1.1735713,1.8519204
0.8568384,2.905266
1.5135558,-0.9581954
-1.238053,-0.5915284
0.008063704,-0.97767043
-0.33259282,-0.8989086
0.53322124,-0.9096256
1.4296106,-2.0780773
-0.55563676,1.0958089
-1.4421716,-0.65614843
-1.2327404,0.6313892
1.4628291,2.1600986
0.60918784,0.79113233
1.7228106,0.30192626
-1.7098063,-2.6289468
2.262235,-0.08735196
-0.1709351,1.0261745
-2.172227,0.57745737
-0.48023486,0.86737454
-2.3700228,-1.4661411
-1.170678,1.0075632
1.309234,-0.14909375
2.3443851,0.6322742
-1.366765,0.46842134
-0.6069883,-1.0475757
-0.8933582,-1.0787419
-2.6818316,0.03484654
0.06340663,0.37462664
0.3787995,0.6664872
-0.5646007,-0.8337554
-0.6079843,2.048335
0.53985524,-0.37433577
-0.52450454,0.34859025
-0.09212193,0.84635115
0.039719194,-1.7226478
-0.9386611,0.6601219
0.43860003,-0.0056623966
-0.9592618,0.7097628
0.8076682,1.5583754
1.2044028,-0.4965245
-0.8048508,-0.08805291
-3.211803,-0.48028877
-0.8965895,0.8685988
-0.15858676,0.8606709
-0.6085661,-0.06469122
-0.66768384,0.81304705
-2.1761744,0.52225727
-1.5317558,0.6240434
-0.23291107,2.3155706
0.020464279,1.9782326
-0.44874465,-0.36689347
1.729128,-0.36247134
0.37253857,-0.67371935
1.8636457,-0.35686564
2.2267878,2.5974197
0.7479852,0.973945
0.28702354,0.1789231
-0.75860274,-1.3501172
1.862463,1.0805986
2.638967,-0.5205189
1.3453951,-0.31103188
-1.2460111,-0.18943073
1.1194248,1.3651117
0.21987535,0.87101305
-1.5342655,3.361067
0.34898627,1.5679686
1.2321942,-0.505442
-0.05379069,-1.0572518
-0.5138957,0.74274004
-2.462346,0.018108718
2.1770866,-1.384676
-2.4673636,0.0725123
0.98635703,-1.4291707
0.6707101,1.3345804
0.75738305,-0.4185287
1.2588403,0.18506978
0.34617683,1.0734539
-0.02639136,2.167357
-2.3417053,-1.3324683
-1.707173,-1.746427
-0.18111154,0.7829477
-0.73899114,0.15352885
1.7420601,2.5792837
0.112201214,2.4923284
0.3159967,0.8150555
1.5653871,1.4320123
-2.1678388,-1.8688083
1.0058594,0.7918097
-0.65653175,-1.5674186
-0.5100474,-2.428133
0.9943711,-1.5469276
1.0258297,0.49423748
-0.3459814,-0.49818048
1.6985041,-1.4340956
0.41587132,-1.1992482
0.5623006,1.5137408
0.083718,-1.8691198
-0.05917617,-0.3378847
-0.9057814,-2.4968708
0.9670964,-0.43410182
-0.016553044,-0.31401744
0.50972164,0.7824449
-0.30841962,2.1874914
1.8497789,0.27065185
1.2401769,-1.0863132
-0.2251513,-1.5340183
0.23396239,-1.1390833
-0.6723126,-0.29377058
1.1373106,0.83126396
1.1626093,0.48280573
-2.6946998,-0.7784648
-0.11698732,-0.44378462
0.5918189,-0.16286182
-1.1958237,0.5665517
-0.37928358,-1.5772649
1.5290279,-0.55985296
-0.50397253,0.56249464
0.3882438,-1.7988726
1.1867243,-1.4457182
-0.9540996,-0.5948291
1.6884949,0.4522853
1.7726225,0.41828078
1.5189936,0.23297063
1.030538,-1.2508191
1.3468034,0.9572187
0.64802486,0.20988998
1.3452617,0.023066983
-1.993152,-0.398177
0.62575376,-1.042084
0.37091848,1.8912009
-0.63515717,-1.9472582
-0.6805868,0.4997627
2.6365683,0.44984442
-0.9419623,-0.6068985
-0.6645243,-2.5768352
-0.9145436,-0.3383087
0.40725327,-0.51077545
-0.47627288,-1.0187374
1.1073004,1.1622398
3.7425318,1.7439975
0.14871591,-2.112872
0.5810817,-0.1662826
-0.008133128,-0.060210593
1.296475,0.5672693
0.43548033,0.9628247
-0.64579624,-0.39609683
-0.5973402,-0.3134617
0.67809045,0.17390634
0.87972933,0.20193112
-0.6880433,-1.5494701
-1.2754136,-1.7506423
-0.46880144,1.6472812
-1.537016,-0.5123798
0.33304688,-0.9053298
-0.5643019,0.50441325
-1.1035199,0.38889012
1.5928259,-0.38356283
-0.047200948,-0.5170515
0.07840121,-0.45167112
0.26215422,0.26624802
-2.3347542,-0.1868318
-0.5512352,0.69410366
-1.5496833,-1.1363683
0.9108974,-2.1934278
0.7738895,-0.09844566
2.329011,0.253434
-0.41209438,-0.0046782643
1.8639205,-0.47764212
-1.7074758,0.5736178
-1.2045307,-1.3222592
1.7522854,1.8828541
-0.8224882,-0.9887729
1.0907514,1.2372571
-0.10886786,-1.3310708
-2.2583647,0.26145944
-1.1625075,0.027136058
-1.2266339,-0.60916597
1.9439774,0.46721599
-0.578655,-2.7557077
-2.4941585,0.019365296
-0.8656875,0.66891354
0.4909693,-1.1008792
0.50814605,0.75578177
-0.118955985,-0.0017059222
-0.52021503,0.8347068
0.7772415,0.73142624
1.6752144,-0.31826237
-0.88408035,-2.6296957
-0.5968362,-1.2675617
0.48643965,-1.6930308
1.4168564,-0.43327302
-1.2490375,-2.3950608
1.4475656,0.03185317
0.25872836,-1.7704644
-0.929562,-1.5870867
-0.70865977,-1.8406807
-1.0787563,-0.7044513
0.8005197,-0.7625642
-0.44800884,0.49428087
1.5982609,-0.033335768
2.017496,0.66806304
-0.28430384,-0.63856316
-0.13505846,1.8507962
0.48207045,-0.6866312
-1.7875744,0.7680702
0.1350165,1.330957
-0.9838609,-0.0600114
2.009719,-1.077564
2.033416,-0.2327914
0.50088364,0.21214257
0.5905891,0.58955336
-0.06840003,-0.11263339
0.96414775,-2.2240772
-1.392102,-0.23934379
-0.3015532,0.30983916
0.9015955,-0.88977504
-0.27370605,0.7287232
1.3736963,0.1239191
-0.07610234,-1.0691899
-0.5457771,0.77751756
-0.5412448,-0.6578435
-0.59943163,-0.86670566
-1.526347,-0.7552061
0.37838134,-1.6578465
-1.6042289,-0.6999409
-1.8256171,0.96715474
3.2884297,-1.2989452
-2.1670527,-2.2718246
0.24647406,-0.32249656
-1.7678022,0.34282875
-0.20951852,0.10243584
0.4871111,-1.130353
-0.81143314,0.46789935
0.76120156,-0.45131266
-0.20141171,2.1927006
-0.70830595,-0.7561666
0.561226,-1.689345
1.1848774,-1.7204696
0.7025451,-1.1048399
0.48162156,1.9527006
0.17889675,0.7320894
1.2976747,0.92181414
-0.6951906,2.1256788
-2.2332711,-0.8369828
0.30675608,0.013447791
-1.5611725,-0.34907633
-0.6705412,0.2284044
1.2401211,0.7320283
-0.937724,-0.28975245
2.205892,0.017889045
-0.37327614,1.7367787
-0.32775113,0.6596606
0.9538148,-0.7675704
0.21268034,0.27108938
-0.24957958,0.8169748
0.24768429,-0.3276878
1.1535517,-0.12231452
-0.99239796,-0.23163556
-0.2575894,-0.843422
0.30898333,0.6608183
-0.21070555,1.3401549
1.6494727,-0.82076466
0.95716745,1.3646785
-1.2227869,-1.4273899
1.8947555,0.8115284
-0.23239622,1.2776163
-0.3759792,-0.32052353
0.77935296,0.7210384
0.058872648,-0.64061475
-0.26896462,-0.63326347
0.5109531,0.4770811
-1.3495344,0.20789418
0.495831,0.19609708
1.3329258,1.6088305
-1.8281572,-0.55631953
-1.9503192,0.08917871
-0.75499034,0.86043316
-0.28609115,-0.6368771
-0.57650423,-1.5729458
-0.19109695,0.2839171
-0.35741958,-1.9156334
0.03933924,-0.92839366
-0.5737776,0.12229264
1.1404322,-1.7158798
-0.038657703,0.5768003
2.3682687,0.7044503
2.5821965,0.8527703
0.5405257,-1.168142
0.64660674,0.4483799
1.2142156,0.5307324
0.37126473,0.9571241
-1.8082131,2.554139
-0.19300312,-0.8972631
-0.17916048,-0.68211126
-0.3127803,0.9490789
-0.744035,0.4881685
-0.7961878,0.3088144
-1.0509553,-0.2041872
0.9146055,-0.15809259
0.4753549,-1.0700853
0.89578974,-2.135888
1.5338074,0.00421685
1.6232499,-0.6177683
-1.5052856,-0.55358315
0.2950256,0.529173
-0.6962449,-1.7777771
0.617803,1.0957127
0.14353481,-1.0341722
0.28646824,-0.9076233
1.7765304,-2.0452247
-0.33555883,-0.017055094
0.61334896,1.5882703
0.92288935,0.67367536
-0.9009201,-0.56398976
-0.05051662,-1.6625066
-0.24180447,-1.4698836
-0.32871196,0.9115506
0.7700335,1.5442688
0.7789956,-0.37405726
1.89537,1.9259164
-0.82013196,-0.38844207
0.59668183,-0.69375545
-0.831084,1.4882888
-1.3644512,-0.2779353
-0.2559922,0.3749148
0.52226025,-0.4250094
0.7072428,-0.9004351
-0.32222807,-2.2756069
-1.2081522,0.8526463
-0.11128091,-2.5069633
-0.8088449,-1.3923262
-0.45207334,-0.52070355
1.9015427,-0.73329884
1.5104079,-0.20436542
1.1604006,2.0367396
0.036474563,-0.47151905
-1.2187834,-0.1873022
0.93512094,0.13509658
-0.7473014,-0.8748682
2.1761274,0.5977084
0.85250837,0.9809934
-1.9305671,0.31765437
0.5199797,-0.12980506
-1.3282872,-1.0695149
0.69351393,0.8000701
-1.380246,-1.9083228
1.6010554,0.78797054
0.6265204,-0.6328785
-0.019812703,-0.11031371
0.3644603,1.7321163
0.38559744,0.58699614
0.7534655,-2.412586
0.7209412,-0.30398077
0.4184842,1.4464511
0.7786126,1.8392515
1.938961,1.4752963
0.5370923,0.7791804
-1.8921255,0.9509364
-2.4318001,-1.7330296
-2.1068034,-1.2105014
-0.025511362,0.16601633
-0.59376353,0.10361916
0.5630805,1.280888
-0.76835644,-1.5744045
-0.6434954,-0.8394366
-0.5349261,-0.3525104
-1.4095002,-1.6207452
-0.2964493,-1.8624268
1.0279098,0.22912385
0.7958637,0.35863313
0.63526356,-0.8652006
-1.3902149,-1.4383414
-0.12633626,0.25336176
-1.3596433,-1.0833242
-0.9795598,-0.13505466
0.13053471,-0.44912106
0.5825095,-1.0476564
0.022057295,-1.1236691
1.3960195,1.3035537
-0.64792836,-1.1984833
-0.16901438,1.0807649
0.9522974,0.10118103
-1.5286584,-0.56335956
1.5836388,-0.66068363
0.8619711,-0.5202324
1.1431224,-0.20968975
1.197055,0.9796852
0.11318445,1.5508157
-2.4510922,2.553819
-2.5278707,0.53205466
-0.8814644,-0.41610956
0.2248644,0.962399
-0.64923906,1.6417196
-2.583963,0.12078428
-1.2699165,0.14037725
-2.9530625,0.5752144
-0.25047377,1.9307818
0.065863684,1.7038541
-0.9622742,-0.15279579
0.007031411,0.16229272
-1.285158,1.7132552
-0.11559646,-1.0641178
-0.0074469745,-0.018316418
-1.2257742,0.22639714
0.17863913,1.4745649
-0.2872628,1.0307484
-2.3802388,1.6559185
-0.5550362,1.9252518
0.07127728,0.04937375
-0.12627654,1.046001
-1.009767,-0.25732446
-0.08542264,-0.5225512
0.5237273,0.8639581
-1.0113634,-1.0056769
-0.33792725,1.303262
1.3139032,-1.1967285
0.39342043,1.332463
0.41766697,-1.3355418
0.0048800632,1.9655607
-1.0321361,3.7779603
0.29606137,-1.1797539
0.53462267,1.1358036
0.51409197,0.5296087
-0.9370686,-0.50586134
-0.32070428,1.8853682
0.7139632,0.6080046
-0.5756747,1.4681168
0.15316367,0.38910797
0.011356298,0.6781296
-1.3063179,-1.8761377
1.4334717,-0.8929535
-0.5095922,-0.6314412
0.23283033,-1.9535136
1.0684851,1.2557366
0.8665078,1.5625378
-1.1536626,2.9999633
0.09414019,0.9811483
-3.1312869,1.3421047
-1.9357458,1.0725285
0.16012678,-2.4591
2.5129902,-1.0512341
-1.2797093,-1.9840716
0.29132771,-2.43899
0.5674099,-0.10336587
0.1842911,0.7437625
0.75153935,0.8484021
-0.3063494,0.20626673
-1.0434141,-1.6394241
-1.9357387,-2.25702
-0.44424677,0.5215312
-1.1259689,-0.26814368
-0.17057641,-1.1308236
-0.059144124,-1.5990491
-1.1756496,2.4074483
-0.5022814,2.5839198
0.07436737,-1.4980791
1.730377,0.8694421
-1.1256269,0.11929355
0.36613658,-0.323366
-2.3943882,1.7351751
0.6283422,0.7986234
1.6533438,0.084220685
-0.23581398,-1.1526856
-0.7432393,1.1635907
-0.6396141,0.27757564
-0.28767893,1.0109276
1.0968894,-0.97778493
-1.3646598,2.73807
1.1686639,-0.83515763
-0.5383352,0.9807013
-0.48015136,0.866176
-0.1806823,0.18767722
-0.75080425,-0.593154
-0.194269,-1.2554386
-1.4265712,-1.3955356
-2.1545749,-0.9784612
-1.9605011,0.5280193
-1.565955,-2.0192215
1.1881384,1.5514302
-0.45451432,0.4954072
0.94538176,1.0955576
-1.0643976,-1.1783838
-1.6910452,1.3555073
-1.2460033,0.24174571
0.059723087,0.43144262
0.61643815,0.13296404
1.335305,1.4375882
-0.004245624,-0.10600174
0.98580384,-0.12472274
-2.477372,0.07609852
0.68017244,0.8090719
1.0989877,-0.74297816
-1.4519935,1.0581814
0.21286693,-1.0651608
0.35191166,-0.76018864
-0.5699314,0.190237
1.9400191,1.8890505
0.81501204,0.48484224
1.8710028,0.19405895
-2.4756653,1.4137385
0.7077005,-2.0168757
0.3657936,-0.62144095
-0.66817594,-2.0262296
-0.50658536,-0.16529153
-0.92756975,3.0113356
-0.6690577,0.042309392
-1.0401627,-1.5403193
2.0844867,-2.112076
-1.1683846,-0.70863384
1.8801805,1.3684243
1.3153856,0.44982284
-2.168462,-0.53792894
2.2283726,-0.018399535
-0.5157601,-0.58199376
1.6332617,0.5981716
0.50273913,-1.2150302
-0.16915815,0.059726052
-0.23444451,0.51094013
-0.63691044,-0.29174197
-1.6777028,-0.24075575
-0.43119332,0.85873276
0.30634633,0.90278894
-2.0625985,-0.850761
0.24937277,-0.5485339
-0.67101914,-0.105340645
1.693032,-2.3872309
0.9229297,0.17090687
-0.4649584,-0.64268655
-0.28912106,1.5525767
2.0370765,0.55145395
1.8076516,-1.547502
-1.7936554,-3.4090645
-0.50364125,1.0093529
-1.683092,-0.8447238
1.0142281,-0.27585065
0.14546454,0.61463886
-1.7375855,0.3002891
1.441762,0.22498539
0.40947962,-1.2485907
-0.99872416,-0.504402
0.57717085,-0.64160085
0.5704387,0.15311673
-0.41293803,1.4956462
-0.91304654,1.8104019
0.31305137,-2.597894
0.9247853,2.1819835
-0.3628186,1.906367
0.95522636,-0.6296496
0.136233,-2.4066494
0.041236006,-2.9384403
0.9662646,-1.1714422
-0.6648694,-0.6745907
-0.4600104,-0.7334484
2.2432008,1.736977
-0.31620607,0.0875501
-0.5187805,1.8498814
0.040308952,-0.4129439
-2.4678593,0.79834324
0.89012206,-0.8514466
-0.82160455,-0.87018526
-1.7077947,-0.8624894
1.3943766,-1.4048055
1.0405432,0.35988003
-0.7222429,0.7381256
0.4108131,-0.5627542
-1.5734591,-0.14951874
0.16110861,0.889102
-0.3611516,0.8428407
1.36569,-1.6604035
-0.27505282,0.5168315
-0.2969861,0.005788207
-0.65905666,-0.18640767
-0.15448618,-0.9629151
-0.9991107,-1.0772913
1.536087,-0.5266968
1.5103027,-1.4719094
1.9988141,2.0407224
-0.76941276,-0.5055327
-1.6407787,-0.00468871
-0.12873411,1.1076458
-0.78453976,-1.8489273
-0.7115871,-0.3095103
0.26371574,-0.3155085
-0.2495079,-0.5722758
-1.3589373,-0.9976141
-0.10335385,-1.2634288
1.0239422,0.33800215
1.0865862,-0.2540886
-1.5574837,0.61842865
0.7441727,0.45405304
0.60977197,1.0407827
-0.96782714,0.27780515
-2.6644032,-0.60968447
0.9037221,0.33808237
1.4838094,0.20257102
-0.682328,-0.27052298
0.31242397,1.9112628
0.49790677,-1.964759
-1.4240419,0.5692147
1.2743717,1.7220273
-0.27506083,2.638269
1.1812888,0.34487692
-0.59351563,2.9609947
-3.4948266,0.27302223
-0.52752554,0.059984937
0.354352,-3.1192787
-0.5189652,-0.00993675
-2.4768736,0.6672621
-0.39048356,0.7437419
2.8640773,-4.6605425
-1.000021,1.0407863
0.98301286,-0.42570463
2.188016,1.568167
-1.6688204,-2.6302
-0.27354786,-0.4673682
0.30439892,2.4202712
3.958077,0.08049701
-1.4962487,0.6090982
-0.82807374,-0.028441835
1.4251707,1.8045894
-2.1416967,0.26027122
0.90308857,2.1143627
1.4386166,1.7006114
0.19706246,1.4789921
-3.2991378,-0.36208636
1.6404965,-0.6812972
2.2180374,0.2461282
-1.1316528,0.19304608
0.6998772,-0.60103315
-0.32017323,-0.48788854
0.66305953,-1.4260089
0.037817724,-0.044447035
-1.5602512,0.5803754
-0.2674999,-0.7368903
-1.7580686,-0.65644306
-2.876864,-1.4801307
1.0848199,1.2628847
-0.3918802,-0.8188263
-0.9538337,-0.9701872
-0.6186136,-0.27375698
-0.8356384,0.5025615
2.999704,3.0314581
-2.2406654,1.4807172
-0.89398134,-0.112808004
0.3948886,0.645575
-1.3638105,1.9621719
-0.736096,0.99320066
-0.017211929,1.0123528
1.4242427,-0.3049121
-1.5539083,-2.0629373
-1.8440968,1.0511926
0.27936083,-0.6295719
1.7830186,-0.65882057
1.4377936,-0.018851385
0.95768464,-0.11665881
1.3837291,1.7887212
-1.3505204,0.23887008
-0.7691358,0.65078676
0.16841109,0.96739435
0.45741075,-1.1326187
-0.6995814,-0.01514744
1.3394464,2.1138346
0.66786885,0.4124057
-3.0863945,0.8758751
-3.2206433,-1.9624231
0.71989363,3.627531
-1.1069015,2.3711004
-0.7182079,0.8055184
-0.27751768,-0.99168074
1.1607293,0.28377587
0.78401726,-1.2539276
0.6795289,-0.36834812
-1.9256727,0.19129026
-1.5723321,-0.011592448
-0.67234164,-0.20076537
-1.0019696,-0.36789244
-0.44861695,3.452242
2.875574,0.9471258
